location,date,month,ndvi,ndvi_sensor,prev_ndvi,ndvi_change,temperature,rainfall,next_ndvi
Chitradurga,2013-11,11,0.3688,MODIS,0.3912,-0.0224,23.2,7.5,0.3117
Chitradurga,2013-12,12,0.3117,MODIS,0.3688,-0.0571,22,1.2,0.2821
Chitradurga,2014-01,1,0.2821,MODIS,0.3117,-0.0296,23.1,0.1,0.2672
Chitradurga,2014-02,2,0.2672,MODIS,0.2821,-0.0149,24.8,2.5,0.3018
Chitradurga,2014-03,3,0.3018,MODIS,0.2672,0.0346,27.7,11.8,0.3171
Chitradurga,2014-04,4,0.3171,MODIS,0.3018,0.0153,29.1,30.7,0.3894
Chitradurga,2014-05,5,0.3894,MODIS,0.3171,0.0723,27.1,105.2,0.3469
Chitradurga,2014-06,6,0.3469,MODIS,0.3894,-0.0425,26.1,42.2,0.2225
Chitradurga,2014-07,7,0.2225,MODIS,0.3469,-0.1244,23.3,141.5,0.3203
Chitradurga,2014-08,8,0.3203,MODIS,0.2225,0.0978,23.3,251.6,0.4342
Chitradurga,2014-09,9,0.4342,MODIS,0.3203,0.1139,23.6,96.1,0.4285
Chitradurga,2014-10,10,0.4285,MODIS,0.4342,-0.0057,23.8,101.9,0.4035
Chitradurga,2014-11,11,0.4035,MODIS,0.4285,-0.025,22.7,48.1,0.3716
Chitradurga,2014-12,12,0.3716,MODIS,0.4035,-0.0319,22.1,16.9,0.3157
Chitradurga,2015-01,1,0.3157,MODIS,0.3716,-0.0559,22.6,1.4,0.2791
Chitradurga,2015-02,2,0.2791,MODIS,0.3157,-0.0366,24.5,0,0.3033
Chitradurga,2015-03,3,0.3033,MODIS,0.2791,0.0242,27.9,7.9,0.3044
Chitradurga,2015-04,4,0.3044,MODIS,0.3033,0.0011,27.8,59,0.3502
Chitradurga,2015-05,5,0.3502,MODIS,0.3044,0.0458,27.8,66.2,0.3857
Chitradurga,2015-06,6,0.3857,MODIS,0.3502,0.0355,24.6,139.9,0.3048
Chitradurga,2015-07,7,0.3048,MODIS,0.3857,-0.0809,24.1,61.7,0.3862
Chitradurga,2015-08,8,0.3862,MODIS,0.3048,0.0814,24,92,0.4187
Chitradurga,2015-09,9,0.4187,MODIS,0.3862,0.0325,24.1,95.4,0.4259
Chitradurga,2015-10,10,0.4259,MODIS,0.4187,0.0072,24.6,152.1,0.3899
Chitradurga,2015-11,11,0.3899,MODIS,0.4259,-0.036,22.4,136.5,0.1811
Chitradurga,2015-12,12,0.1811,Sentinel2,0.3899,-0.2088,22.8,3.4,0.1643
Chitradurga,2016-01,1,0.1643,Sentinel2,0.1811,-0.0168,23.2,8.4,0.1337
Chitradurga,2016-02,2,0.1337,Sentinel2,0.1643,-0.0306,26.6,0.1,0.1382
Chitradurga,2016-03,3,0.1382,Sentinel2,0.1337,0.0045,29.4,0.2,0.1459
Chitradurga,2016-04,4,0.1459,Sentinel2,0.1382,0.0077,30.8,0.2,0.2933
Chitradurga,2016-05,5,0.2933,MODIS,0.1459,0.1474,28.6,47.7,0.2821
Chitradurga,2016-06,6,0.2821,MODIS,0.2933,-0.0112,24,264.7,0.3456
Chitradurga,2016-07,7,0.3456,MODIS,0.2821,0.0635,23.2,158.9,0.3253
Chitradurga,2016-08,8,0.3253,MODIS,0.3456,-0.0203,23.4,46,0.3156
Chitradurga,2016-09,9,0.3156,MODIS,0.3253,-0.0097,23.2,67.6,0.3372
Chitradurga,2016-10,10,0.3372,MODIS,0.3156,0.0216,24.5,16.9,0.18
Chitradurga,2016-11,11,0.18,Sentinel2,0.3372,-0.1572,24.8,9,0.1557
Chitradurga,2016-12,12,0.1557,Sentinel2,0.18,-0.0243,23.3,18.4,0.1405
Chitradurga,2017-01,1,0.1405,Sentinel2,0.1557,-0.0152,23.9,6.5,0.1359
Chitradurga,2017-02,2,0.1359,Sentinel2,0.1405,-0.0046,25.8,0,0.1321
Chitradurga,2017-03,3,0.1321,Sentinel2,0.1359,-0.0038,28.5,7.3,0.1372
Chitradurga,2017-04,4,0.1372,Sentinel2,0.1321,0.0051,30,5.9,0.2874
Chitradurga,2017-05,5,0.2874,MODIS,0.1372,0.1502,28.5,65.4,0.1683
Chitradurga,2017-06,6,0.1683,MODIS,0.2874,-0.1191,24.6,116.8,0.3166
Chitradurga,2017-07,7,0.3166,MODIS,0.1683,0.1483,24,63,0.2676
Chitradurga,2017-08,8,0.2676,MODIS,0.3166,-0.049,23.8,109.1,0.3582
Chitradurga,2017-09,9,0.3582,MODIS,0.2676,0.0906,24.1,249.6,0.2091
Chitradurga,2017-10,10,0.2091,Sentinel2,0.3582,-0.1491,23.6,145.9,0.3901
Chitradurga,2017-11,11,0.3901,MODIS,0.2091,0.181,23.5,20.3,0.1761
Chitradurga,2017-12,12,0.1761,Sentinel2,0.3901,-0.214,22.8,1.8,0.1496
Chitradurga,2018-01,1,0.1496,Sentinel2,0.1761,-0.0265,23.1,0,0.1414
Chitradurga,2018-02,2,0.1414,Sentinel2,0.1496,-0.0082,24.6,9.3,0.1621
Chitradurga,2018-03,3,0.1621,Sentinel2,0.1414,0.0207,27.7,26.2,0.3178
Chitradurga,2018-04,4,0.3178,MODIS,0.1621,0.1557,29.4,13.7,0.3852
Chitradurga,2018-05,5,0.3852,MODIS,0.3178,0.0674,27.9,135.7,0.3166
Chitradurga,2018-06,6,0.3166,MODIS,0.3852,-0.0686,24.1,189.4,0.3493
Chitradurga,2018-07,7,0.3493,MODIS,0.3166,0.0327,23.2,104.6,0.3071
Chitradurga,2018-08,8,0.3071,MODIS,0.3493,-0.0422,22.8,96.8,0.3864
Chitradurga,2018-09,9,0.3864,MODIS,0.3071,0.0793,24.1,61.6,0.212
Chitradurga,2018-10,10,0.212,Sentinel2,0.3864,-0.1744,25.1,55.4,0.1841
Chitradurga,2018-11,11,0.1841,Sentinel2,0.212,-0.0279,24.8,26.2,0.1994
Chitradurga,2018-12,12,0.1994,Sentinel2,0.1841,0.0153,24.1,3.3,0.1689
Chitradurga,2019-01,1,0.1689,Sentinel2,0.1994,-0.0305,22.7,3.6,0.1404
Chitradurga,2019-02,2,0.1404,Sentinel2,0.1689,-0.0285,26.3,1.9,0.1352
Chitradurga,2019-03,3,0.1352,Sentinel2,0.1404,-0.0052,29.2,0.2,0.1544
Chitradurga,2019-04,4,0.1544,Sentinel2,0.1352,0.0192,29.9,12,0.1954
Chitradurga,2019-05,5,0.1954,Sentinel2,0.1544,0.041,29.3,26.2,0.2954
Chitradurga,2019-06,6,0.2954,MODIS,0.1954,0.1,26.1,117.5,0.1498
Chitradurga,2019-07,7,0.1498,MODIS,0.2954,-0.1456,23.9,116.8,0.2313
Chitradurga,2019-08,8,0.2313,MODIS,0.1498,0.0815,23.4,136.2,0.2616
Chitradurga,2019-09,9,0.2616,Sentinel2,0.2313,0.0303,23.6,149.4,0.3836
Chitradurga,2019-10,10,0.3836,MODIS,0.2616,0.122,23.4,263.4,0.2693
Chitradurga,2019-11,11,0.2693,Sentinel2,0.3836,-0.1143,23.4,34.3,0.2714
Chitradurga,2019-12,12,0.2714,Sentinel2,0.2693,0.0021,22.8,17,0.1845
Chitradurga,2020-01,1,0.1845,Sentinel2,0.2714,-0.0869,24.4,2.4,0.1627
Chitradurga,2020-02,2,0.1627,Sentinel2,0.1845,-0.0218,25.5,0.2,0.1227
Chitradurga,2020-03,3,0.1227,Sentinel2,0.1627,-0.04,28.4,1.3,0.1933
Chitradurga,2020-04,4,0.1933,Sentinel2,0.1227,0.0706,29.3,15.2,0.2522
Chitradurga,2020-05,5,0.2522,Sentinel2,0.1933,0.0589,29.2,23.1,0.2916
Chitradurga,2020-06,6,0.2916,Sentinel2,0.2522,0.0394,25.3,107.5,0.3776
Chitradurga,2020-07,7,0.3776,MODIS,0.2916,0.086,23.6,233.7,0.3767
Chitradurga,2020-08,8,0.3767,MODIS,0.3776,-0.0009,23.3,131.7,0.3613
Chitradurga,2020-09,9,0.3613,MODIS,0.3767,-0.0154,23.5,198.2,0.3338
Chitradurga,2020-10,10,0.3338,Sentinel2,0.3613,-0.0275,23.3,118.7,0.33
Chitradurga,2020-11,11,0.33,Sentinel2,0.3338,-0.0038,22.7,19,0.2573
Chitradurga,2020-12,12,0.2573,Sentinel2,0.33,-0.0727,22,8,0.1831
Chitradurga,2021-01,1,0.1831,Sentinel2,0.2573,-0.0742,22.9,19.2,0.2129
Chitradurga,2021-02,2,0.2129,Sentinel2,0.1831,0.0298,23.5,10.9,0.2202
Chitradurga,2021-03,3,0.2202,Sentinel2,0.2129,0.0073,27.6,0.1,0.2333
Chitradurga,2021-04,4,0.2333,Sentinel2,0.2202,0.0131,28.6,26.3,0.2636
Chitradurga,2021-05,5,0.2636,Sentinel2,0.2333,0.0303,26.4,104.7,0.3108
Chitradurga,2021-06,6,0.3108,Sentinel2,0.2636,0.0472,24.2,122.9,0.2936
Chitradurga,2021-07,7,0.2936,MODIS,0.3108,-0.0172,23.2,358.1,0.2524
Chitradurga,2021-08,8,0.2524,MODIS,0.2936,-0.0412,23.4,74,0.2849
Chitradurga,2021-09,9,0.2849,Sentinel2,0.2524,0.0325,23.5,77.8,0.4325
Chitradurga,2021-10,10,0.4325,MODIS,0.2849,0.1476,23.8,159,0.4144
Chitradurga,2021-11,11,0.4144,MODIS,0.4325,-0.0181,22.1,185.2,0.239
Chitradurga,2021-12,12,0.239,Sentinel2,0.4144,-0.1754,21,13.3,0.2206
Chitradurga,2022-01,1,0.2206,Sentinel2,0.239,-0.0184,22,2.9,0.1531
Chitradurga,2022-02,2,0.1531,Sentinel2,0.2206,-0.0675,23.9,0,0.1529
Chitradurga,2022-03,3,0.1529,Sentinel2,0.1531,-0.0002,27.2,1,0.1595
Chitradurga,2022-04,4,0.1595,Sentinel2,0.1529,0.0066,29.1,11.4,0.2132
Chitradurga,2022-05,5,0.2132,Sentinel2,0.1595,0.0537,26.1,132.4,0.2239
Chitradurga,2022-06,6,0.2239,Sentinel2,0.2132,0.0107,24.9,92.8,0.2794
Chitradurga,2022-07,7,0.2794,MODIS,0.2239,0.0555,23.1,192.4,0.4163
Chitradurga,2022-08,8,0.4163,MODIS,0.2794,0.1369,23.3,153.4,0.3221
Chitradurga,2022-09,9,0.3221,MODIS,0.4163,-0.0942,23.4,90.2,0.2362
Chitradurga,2022-10,10,0.2362,Sentinel2,0.3221,-0.0859,22.7,145.8,0.1877
Chitradurga,2022-11,11,0.1877,Sentinel2,0.2362,-0.0485,22.3,33.8,0.1792
Chitradurga,2022-12,12,0.1792,Sentinel2,0.1877,-0.0085,22.1,50.4,0.1691
Chitradurga,2023-01,1,0.1691,Sentinel2,0.1792,-0.0101,22.4,0.1,0.1558
Chitradurga,2023-02,2,0.1558,Sentinel2,0.1691,-0.0133,24.7,0,0.1553
Chitradurga,2023-03,3,0.1553,Sentinel2,0.1558,-0.0005,26.9,2.9,0.153
Chitradurga,2023-04,4,0.153,Sentinel2,0.1553,-0.0023,29.1,16.5,0.1588
Chitradurga,2023-05,5,0.1588,Sentinel2,0.153,0.0058,28.1,62,0.2404
Chitradurga,2023-06,6,0.2404,MODIS,0.1588,0.0816,26.8,48.2,0.1801
Chitradurga,2023-07,7,0.1801,MODIS,0.2404,-0.0603,23.2,225.2,0.3111
Chitradurga,2023-08,8,0.3111,MODIS,0.1801,0.131,24.5,26,0.3981
Chitradurga,2023-09,9,0.3981,MODIS,0.3111,0.087,24.4,63.1,0.2086
Chitradurga,2023-10,10,0.2086,Sentinel2,0.3981,-0.1895,26.5,15.2,0.4079
Chitradurga,2023-11,11,0.4079,MODIS,0.2086,0.1993,24.3,102,0.1885
Chitradurga,2023-12,12,0.1885,Sentinel2,0.4079,-0.2194,23.2,12.7,0.1657
Chitradurga,2024-01,1,0.1657,Sentinel2,0.1885,-0.0228,24.3,5.9,0.1396
Chitradurga,2024-02,2,0.1396,Sentinel2,0.1657,-0.0261,26.5,0,0.1271
Chitradurga,2024-03,3,0.1271,Sentinel2,0.1396,-0.0125,29.3,0,0.1408
Chitradurga,2024-04,4,0.1408,Sentinel2,0.1271,0.0137,30.9,12.5,0.1705
Chitradurga,2024-05,5,0.1705,Sentinel2,0.1408,0.0297,28.3,99,0.4114
Chitradurga,2024-06,6,0.4114,MODIS,0.1705,0.2409,24.6,172.8,0.1749
Chitradurga,2024-07,7,0.1749,MODIS,0.4114,-0.2365,23.5,220.5,0.3423
Chitradurga,2024-08,8,0.3423,MODIS,0.1749,0.1674,24,180,0.4195
Chitradurga,2024-09,9,0.4195,MODIS,0.3423,0.0772,23.8,57.2,0.2106
Chitradurga,2024-10,10,0.2106,Sentinel2,0.4195,-0.2089,23.8,226.9,0.2279
Chitradurga,2024-11,11,0.2279,Sentinel2,0.2106,0.0173,22.3,17.1,0.1936
Chitradurga,2024-12,12,0.1936,Sentinel2,0.2279,-0.0343,22,57.2,0.1705
Chitradurga,2025-01,1,0.1705,Sentinel2,0.1936,-0.0231,21.7,0.3,0.1526
Chitradurga,2025-02,2,0.1526,Sentinel2,0.1705,-0.0179,24.9,0,0.1561
Chitradurga,2025-03,3,0.1561,Sentinel2,0.1526,0.0035,27.7,1,0.1726
Chitradurga,2025-04,4,0.1726,Sentinel2,0.1561,0.0165,28.1,41.8,0.2006
Chitradurga,2025-05,5,0.2006,Sentinel2,0.1726,0.028,26,183.2,0.3151
Chitradurga,2025-06,6,0.3151,MODIS,0.2006,0.1145,24.2,127.2,0.2098
Chitradurga,2025-07,7,0.2098,MODIS,0.3151,-0.1053,23.1,174.2,0.3162
Chitradurga,2025-08,8,0.3162,MODIS,0.2098,0.1064,22.8,179.1,0.4011
Chitradurga,2025-09,9,0.4011,MODIS,0.3162,0.0849,23.1,52.8,0.2159
Chitradurga,2025-10,10,0.2159,Sentinel2,0.4011,-0.1852,23.3,145.4,0.1778
Chitradurga,2025-11,11,0.1778,Sentinel2,0.2159,-0.0381,22.1,13,0.1357
Belagavi,2010-01,1,0.4956,MODIS,,,21.9,24.6,0.4136
Belagavi,2010-02,2,0.4136,MODIS,0.4956,-0.082,24.1,2,0.3952
Belagavi,2010-03,3,0.3952,MODIS,0.4136,-0.0184,26.7,0.6,0.4568
Belagavi,2010-04,4,0.4568,MODIS,0.3952,0.0616,27.8,36.7,0.4621
Belagavi,2010-05,5,0.4621,MODIS,0.4568,0.0053,27.2,28.2,0.4689
Belagavi,2010-06,6,0.4689,MODIS,0.4621,0.0068,23.8,252.9,0.3137
Belagavi,2010-07,7,0.3137,MODIS,0.4689,-0.1552,21.8,437.3,0.3055
Belagavi,2010-08,8,0.3055,MODIS,0.3137,-0.0082,22,230.8,0.6278
Belagavi,2010-09,9,0.6278,MODIS,0.3055,0.3223,22.2,199.5,0.6137
Belagavi,2010-10,10,0.6137,MODIS,0.6278,-0.0141,22.4,111.7,0.4958
Belagavi,2010-11,11,0.4958,MODIS,0.6137,-0.1179,21.9,160.3,0.5043
Belagavi,2010-12,12,0.5043,MODIS,0.4958,0.0085,20.2,7,0.446
Belagavi,2011-01,1,0.446,MODIS,0.5043,-0.0583,20.8,0.1,0.4106
Belagavi,2011-02,2,0.4106,MODIS,0.446,-0.0354,22.1,0.6,0.3826
Belagavi,2011-03,3,0.3826,MODIS,0.4106,-0.028,26,0.3,0.4351
Belagavi,2011-04,4,0.4351,MODIS,0.3826,0.0525,26.2,29.4,0.4917
Belagavi,2011-05,5,0.4917,MODIS,0.4351,0.0566,26.2,39,0.5518
Belagavi,2011-06,6,0.5518,MODIS,0.4917,0.0601,22.4,199.1,0.2874
Belagavi,2011-07,7,0.2874,MODIS,0.5518,-0.2644,21.6,373.8,0.3401
Belagavi,2011-08,8,0.3401,MODIS,0.2874,0.0527,21.5,445.1,0.6175
Belagavi,2011-09,9,0.6175,MODIS,0.3401,0.2774,21.8,114.9,0.6287
Belagavi,2011-10,10,0.6287,MODIS,0.6175,0.0112,23,132.8,0.5305
Belagavi,2011-11,11,0.5305,MODIS,0.6287,-0.0982,22.6,13,0.4813
Belagavi,2011-12,12,0.4813,MODIS,0.5305,-0.0492,21.9,0,0.42
Belagavi,2012-01,1,0.42,MODIS,0.4813,-0.0613,21.4,0,0.3877
Belagavi,2012-02,2,0.3877,MODIS,0.42,-0.0323,24.1,0,0.3676
Belagavi,2012-03,3,0.3676,MODIS,0.3877,-0.0201,25.7,0.2,0.4088
Belagavi,2012-04,4,0.4088,MODIS,0.3676,0.0412,26.6,35.4,0.4157
Belagavi,2012-05,5,0.4157,MODIS,0.4088,0.0069,25.8,43.7,0.3018
Belagavi,2012-06,6,0.3018,MODIS,0.4157,-0.1139,23,194.9,0.2723
Belagavi,2012-07,7,0.2723,MODIS,0.3018,-0.0295,21.8,203.9,0.2849
Belagavi,2012-08,8,0.2849,MODIS,0.2723,0.0126,21.6,249.4,0.6205
Belagavi,2012-09,9,0.6205,MODIS,0.2849,0.3356,21.9,161.7,0.6127
Belagavi,2012-10,10,0.6127,MODIS,0.6205,-0.0078,22.9,67.2,0.5796
Belagavi,2012-11,11,0.5796,MODIS,0.6127,-0.0331,22,59.5,0.5034
Belagavi,2012-12,12,0.5034,MODIS,0.5796,-0.0762,22.6,3.1,0.4299
Belagavi,2013-01,1,0.4299,MODIS,0.5034,-0.0735,22.6,0.6,0.4048
Belagavi,2013-02,2,0.4048,MODIS,0.4299,-0.0251,24,4.3,0.4076
Belagavi,2013-03,3,0.4076,MODIS,0.4048,0.0028,26.3,0.8,0.3839
Belagavi,2013-04,4,0.3839,MODIS,0.4076,-0.0237,26.9,8.8,0.3894
Belagavi,2013-05,5,0.3894,MODIS,0.3839,0.0055,26.4,44.9,0.3875
Belagavi,2013-06,6,0.3875,MODIS,0.3894,-0.0019,22,329.8,0.2015
Belagavi,2013-07,7,0.2015,MODIS,0.3875,-0.186,21,518.3,0.5055
Belagavi,2013-08,8,0.5055,MODIS,0.2015,0.304,21.4,140.8,0.6106
Belagavi,2013-09,9,0.6106,MODIS,0.5055,0.1051,22,204.1,0.6298
Belagavi,2013-10,10,0.6298,MODIS,0.6106,0.0192,22.3,134.1,0.5641
Belagavi,2013-11,11,0.5641,MODIS,0.6298,-0.0657,21.7,3.7,0.4844
Belagavi,2013-12,12,0.4844,MODIS,0.5641,-0.0797,20.4,2.9,0.4223
Belagavi,2014-01,1,0.4223,MODIS,0.4844,-0.0621,21.8,4.1,0.3906
Belagavi,2014-02,2,0.3906,MODIS,0.4223,-0.0317,22.4,5,0.409
Belagavi,2014-03,3,0.409,MODIS,0.3906,0.0184,25.3,9.7,0.4666
Belagavi,2014-04,4,0.4666,MODIS,0.409,0.0576,26.9,51.8,0.554
Belagavi,2014-05,5,0.554,MODIS,0.4666,0.0874,26,70.5,0.4598
Belagavi,2014-06,6,0.4598,MODIS,0.554,-0.0942,24,86.3,0.3506
Belagavi,2014-07,7,0.3506,MODIS,0.4598,-0.1092,21.6,523.3,0.4637
Belagavi,2014-08,8,0.4637,MODIS,0.3506,0.1131,21.8,266,0.6327
Belagavi,2014-09,9,0.6327,MODIS,0.4637,0.169,22.2,123.8,0.6109
Belagavi,2014-10,10,0.6109,MODIS,0.6327,-0.0218,23,149.9,0.5977
Belagavi,2014-11,11,0.5977,MODIS,0.6109,-0.0132,21.8,42.1,0.5239
Belagavi,2014-12,12,0.5239,MODIS,0.5977,-0.0738,20.9,36.8,0.4472
Belagavi,2015-01,1,0.4472,MODIS,0.5239,-0.0767,20.6,1.3,0.4169
Belagavi,2015-02,2,0.4169,MODIS,0.4472,-0.0303,23.1,0.1,0.4866
Belagavi,2015-03,3,0.4866,MODIS,0.4169,0.0697,24.8,33.3,0.4365
Belagavi,2015-04,4,0.4365,MODIS,0.4866,-0.0501,26.1,25.4,0.5193
Belagavi,2015-05,5,0.5193,MODIS,0.4365,0.0828,26.3,93,0.4165
Belagavi,2015-06,6,0.4165,MODIS,0.5193,-0.1028,23.1,249.2,0.4444
Belagavi,2015-07,7,0.4444,MODIS,0.4165,0.0279,22.5,103.2,0.6337
Belagavi,2015-08,8,0.6337,MODIS,0.4444,0.1893,22.4,92.4,0.6129
Belagavi,2015-09,9,0.6129,MODIS,0.6337,-0.0208,22.9,136.3,0.6268
Belagavi,2015-10,10,0.6268,MODIS,0.6129,0.0139,23.9,154.3,0.5306
Belagavi,2015-11,11,0.5306,MODIS,0.6268,-0.0962,23.7,25.4,0.4698
Belagavi,2015-12,12,0.4698,MODIS,0.5306,-0.0608,23.3,3.8,0.3975
Belagavi,2016-01,1,0.3975,MODIS,0.4698,-0.0723,22.2,0.5,0.1901
Belagavi,2016-02,2,0.1901,Sentinel2,0.3975,-0.2074,24.8,0.7,0.1938
Belagavi,2016-03,3,0.1938,Sentinel2,0.1901,0.0037,27,4.8,0.3957
Belagavi,2016-04,4,0.3957,MODIS,0.1938,0.2019,28,22.6,0.4291
Belagavi,2016-05,5,0.4291,MODIS,0.3957,0.0334,27,40.5,0.1556
Belagavi,2016-06,6,0.1556,MODIS,0.4291,-0.2735,22.9,387.2,0.2243
Belagavi,2016-07,7,0.2243,MODIS,0.1556,0.0687,21.7,381.4,0.3756
Belagavi,2016-08,8,0.3756,MODIS,0.2243,0.1513,21.8,195.2,0.4067
Belagavi,2016-09,9,0.4067,MODIS,0.3756,0.0311,21.9,124.3,0.5914
Belagavi,2016-10,10,0.5914,MODIS,0.4067,0.1847,22.5,24.6,0.2989
Belagavi,2016-11,11,0.2989,Sentinel2,0.5914,-0.2925,22.3,10.9,0.2695
Belagavi,2016-12,12,0.2695,Sentinel2,0.2989,-0.0294,22.2,1.6,0.2323
Belagavi,2017-01,1,0.2323,Sentinel2,0.2695,-0.0372,22.4,0,0.2028
Belagavi,2017-02,2,0.2028,Sentinel2,0.2323,-0.0295,24.6,0,0.2069
Belagavi,2017-03,3,0.2069,Sentinel2,0.2028,0.0041,25.9,2.6,0.2263
Belagavi,2017-04,4,0.2263,Sentinel2,0.2069,0.0194,27.4,4.3,0.5044
Belagavi,2017-05,5,0.5044,MODIS,0.2263,0.2781,26.8,51.7,0.4326
Belagavi,2017-06,6,0.4326,MODIS,0.5044,-0.0718,23,217.8,0.4332
Belagavi,2017-07,7,0.4332,MODIS,0.4326,0.0006,22.1,246.9,0.582
Belagavi,2017-08,8,0.582,MODIS,0.4332,0.1488,22.1,145.3,0.5164
Belagavi,2017-09,9,0.5164,MODIS,0.582,-0.0656,22.7,302.9,0.631
Belagavi,2017-10,10,0.631,MODIS,0.5164,0.1146,22.8,186.6,0.5758
Belagavi,2017-11,11,0.5758,MODIS,0.631,-0.0552,22.3,21.4,0.2544
Belagavi,2017-12,12,0.2544,Sentinel2,0.5758,-0.3214,21.7,8.1,0.2044
Belagavi,2018-01,1,0.2044,Sentinel2,0.2544,-0.05,22.2,0.2,0.2044
Belagavi,2018-02,2,0.2044,Sentinel2,0.2044,0,23.6,0.6,0.2105
Belagavi,2018-03,3,0.2105,Sentinel2,0.2044,0.0061,26.1,10.3,0.2129
Belagavi,2018-04,4,0.2129,Sentinel2,0.2105,0.0024,27.2,27.9,0.4776
Belagavi,2018-05,5,0.4776,MODIS,0.2129,0.2647,26.7,107.2,0.445
Belagavi,2018-06,6,0.445,MODIS,0.4776,-0.0326,22.7,304.9,0.3418
Belagavi,2018-07,7,0.3418,MODIS,0.445,-0.1032,21.6,296.4,0.4057
Belagavi,2018-08,8,0.4057,MODIS,0.3418,0.0639,21.3,192.8,0.5951
Belagavi,2018-09,9,0.5951,MODIS,0.4057,0.1894,22.3,98.3,0.6042
Belagavi,2018-10,10,0.6042,MODIS,0.5951,0.0091,23.8,72.8,0.2842
Belagavi,2018-11,11,0.2842,Sentinel2,0.6042,-0.32,23.6,11.7,0.3762
Belagavi,2018-12,12,0.3762,Sentinel2,0.2842,0.092,22.1,5.1,0.231
Belagavi,2019-01,1,0.231,Sentinel2,0.3762,-0.1452,21.4,0.7,0.197
Belagavi,2019-02,2,0.197,Sentinel2,0.231,-0.034,24,0.4,0.2271
Belagavi,2019-03,3,0.2271,Sentinel2,0.197,0.0301,26.3,4,0.2712
Belagavi,2019-04,4,0.2712,Sentinel2,0.2271,0.0441,27.5,20,0.3409
Belagavi,2019-05,5,0.3409,Sentinel2,0.2712,0.0697,27.4,24.3,0.3692
Belagavi,2019-06,6,0.3692,MODIS,0.3409,0.0283,24.1,250.2,0.2104
Belagavi,2019-07,7,0.2104,MODIS,0.3692,-0.1588,22,280.4,0.441
Belagavi,2019-08,8,0.441,MODIS,0.2104,0.2306,21.8,450.3,0.6092
Belagavi,2019-09,9,0.6092,MODIS,0.441,0.1682,22,268.2,0.5875
Belagavi,2019-10,10,0.5875,Sentinel2,0.6092,-0.0217,22.3,335.7,0.4466
Belagavi,2019-11,11,0.4466,Sentinel2,0.5875,-0.1409,22.4,32.7,0.3902
Belagavi,2019-12,12,0.3902,Sentinel2,0.4466,-0.0564,22.2,12,0.3083
Belagavi,2020-01,1,0.3083,Sentinel2,0.3902,-0.0819,22.2,1.5,0.252
Belagavi,2020-02,2,0.252,Sentinel2,0.3083,-0.0563,23.6,0.4,0.271
Belagavi,2020-03,3,0.271,Sentinel2,0.252,0.019,25.4,5.3,0.3654
Belagavi,2020-04,4,0.3654,Sentinel2,0.271,0.0944,27,38.9,0.3856
Belagavi,2020-05,5,0.3856,Sentinel2,0.3654,0.0202,27.2,44,0.5028
Belagavi,2020-06,6,0.5028,MODIS,0.3856,0.1172,23,354.5,0.4352
Belagavi,2020-07,7,0.4352,MODIS,0.5028,-0.0676,22.2,351.4,0.6311
Belagavi,2020-08,8,0.6311,MODIS,0.4352,0.1959,21.7,394.5,0.5216
Belagavi,2020-09,9,0.5216,MODIS,0.6311,-0.1095,22.4,392.5,0.5528
Belagavi,2020-10,10,0.5528,Sentinel2,0.5216,0.0312,22.4,217.8,0.4934
Belagavi,2020-11,11,0.4934,Sentinel2,0.5528,-0.0594,21.9,6.3,0.4067
Belagavi,2020-12,12,0.4067,Sentinel2,0.4934,-0.0867,21.6,12,0.2303
Belagavi,2021-01,1,0.2303,Sentinel2,0.4067,-0.1764,22.4,45.4,0.2423
Belagavi,2021-02,2,0.2423,Sentinel2,0.2303,0.012,22.6,6.1,0.213
Belagavi,2021-03,3,0.213,Sentinel2,0.2423,-0.0293,26.5,0.8,0.3299
Belagavi,2021-04,4,0.3299,Sentinel2,0.213,0.1169,26.6,41,0.2518
Belagavi,2021-05,5,0.2518,Sentinel2,0.3299,-0.0781,24.8,175.7,0.4472
Belagavi,2021-06,6,0.4472,MODIS,0.2518,0.1954,22.5,290.5,0.3065
Belagavi,2021-07,7,0.3065,MODIS,0.4472,-0.1407,21.9,484.6,0.5611
Belagavi,2021-08,8,0.5611,MODIS,0.3065,0.2546,22.1,107.8,0.6311
Belagavi,2021-09,9,0.6311,MODIS,0.5611,0.07,21.9,176.9,0.4775
Belagavi,2021-10,10,0.4775,Sentinel2,0.6311,-0.1536,23,124.2,0.4043
Belagavi,2021-11,11,0.4043,Sentinel2,0.4775,-0.0732,22.4,59.9,0.3422
Belagavi,2021-12,12,0.3422,Sentinel2,0.4043,-0.0621,21.2,6.6,0.3413
Belagavi,2022-01,1,0.3413,Sentinel2,0.3422,-0.0009,20.5,0.5,0.2133
Belagavi,2022-02,2,0.2133,Sentinel2,0.3413,-0.128,23.2,0,0.2238
Belagavi,2022-03,3,0.2238,Sentinel2,0.2133,0.0105,26.2,7.6,0.2725
Belagavi,2022-04,4,0.2725,Sentinel2,0.2238,0.0487,26.9,49.3,0.3312
Belagavi,2022-05,5,0.3312,Sentinel2,0.2725,0.0587,25.4,156.3,0.3043
Belagavi,2022-06,6,0.3043,MODIS,0.3312,-0.0269,23.1,204.1,0.3597
Belagavi,2022-07,7,0.3597,MODIS,0.3043,0.0554,21.7,490.2,0.3971
